msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,"No front page content has been created yet.<br/>Follow the <a target=""_blank"" href=""https://www.drupal.org/docs/user_guide/en/index.html"">User Guide</a> to start building your site.",,,,,,,
,Workspace name,,,,,,,
,A flag indicating whether this was a default revision when it was saved.,,,,,,,
Validation,Entity untranslatable fields,,,,,,,
,"The next page provides an overview of the modules that will be upgraded and those that will not be upgraded, before you proceed to perform the upgrade.",,,,,,,
,Modules that will not be upgraded,,,,,,,
,Modules that will be upgraded,,,,,,,
,What will be upgraded?,,,,,,,
,Module will not be upgraded,Modules will not be upgraded,,,,,,
,Module will be upgraded,Modules will be upgraded,,,,,,
,Experimental installation profile used,,,,,,,
,"Experimental profiles are provided for testing purposes only. Use at your own risk. To start building a new site, reinstall Drupal and choose a non-experimental profile.",,,,,,,
,Demo: Umami Food Magazine (Experimental),,,,,,,
,Install an example site that shows off some of Drupal’s capabilities.,,,,,,,
,Umami demo: Content,,,,,,,
,Imports the content for the Umami demo.,,,,,,,
,"Search by keyword, ingredient, dish",,,,,,,
,Umami,,,,,,,
,The theme used for the Umami food magazine demonstration site.,,,,,,,
,Go to the search page,,,,,,,
,"<span class=""by-author"">by @author_name</span> @created_date",,,,,,,
,"A banner block contains a title, summary, link to content and a background image. The background image is scaled to fill the browser's width.",,,,,,,
,Umami dates,,,,,,,
PHP date format,jS F Y,,,,,,,
,Hero or Banner,,,,,,,
,Articles aside,,,,,,,
,More featured articles,,,,,,,
,A view to create a list of featured articles from the Umami website.,,,,,,,
,Promoted Items,,,,,,,
,A view to list the items promoted to the top of the homepage.,,,,,,,
,Promoted Items Double,,,,,,,
,Attachment: Promoted Items Double,,,,,,,
,Block: Promoted Items - Single,,,,,,,
,Recipes listing,,,,,,,
,Umami Recipes Banner,,,,,,,
,Umami disclaimer,,,,,,,
,Umami footer promo,,,,,,,
,Non-translatable fields can only be changed when updating the current revision.,,,,,,,
,Non-translatable fields can only be changed when updating the original language.,,,,,,,
,@label (Original translation) - <em>The following @entity_type translations will be deleted:</em>,,,,,,,
,Are you sure you want to delete this @item?,Are you sure you want to delete these @items?,,,,,Haluatko varmasti poistaa tämän @item?,Haluatko varmasti poistaa nämä @items?
,Deleted @count item.,Deleted @count items.,,,,,,
,@count item has not been deleted because you do not have the necessary permissions.,@count items have not been deleted because you do not have the necessary permissions.,,,,,,
,"Provide the information to access the Drupal site you want to upgrade. Files can be imported into the upgraded site as well.  See the <a href="":url"">Upgrade documentation for more detailed instructions</a>.",,,,,,,
,The default language,,,,,,,
,"The ""%plugin_id"" was not found",,,,,,,
,You must have the pdo_sqlite PHP extension installed. See core/INSTALL.sqlite.txt for instructions.,,,,,,,
,Unable to automatically determine a port. Use the --port to hardcode an available port.,,,,,,,
Validation,Entity has field,,,,,,,
,The entity must have the %field_name field.,,,,,,,
,The entity does not support fields.,,,,,,,
,The selected installation profile %install_profile does not match the profile stored in configuration %config_profile.,,,,,,,
,Use existing configuration,,,,,,,
,Install %name using existing configuration.,,,,,,,
,The configuration from the directory %sync_directory will be used.,,,,,,,
,The default theme.,,,,,,,
,contact forms,,,,,,,
,contact message,,,,,,,
,contact messages,,,,,,,
,Custom menu links,,,,,,,
,custom menu link,,,,,,,
,custom menu links,,,,,,,
,workflows,,,,,,,
,Testing install profile all dependencies,,,,,,,
,Profile for testing that install profiles can require a module.,,,,,,,
,Testing install profile dependencies,,,,,,,
,A remotely hosted video from YouTube or Vimeo.,,,,,,,
,"The Workspaces module allows workspaces to be defined and switched between. Content is then assigned to the active workspace when created. For more information, see the <a href="":workspaces"">online documentation for the Workspaces module</a>.",,,,,,,
,Switch workspace,,,,,,,
,"Workspaces can not be installed when the contributed Workspace module is also installed. See the <a href="":link"">upgrade path</a> page for more information on how to upgrade.",,,,,,,
,Deploy Workspace,,,,,,,
,This form can only be submitted in the default workspace.,,,,,,,
,Switch to @workspace,,,,,,,
,Deploy content,,,,,,,
,Current workspace:,,,,,,,
,Denied access to view workspace %workspace_label for user %uid,,,,,,,
,workspaces,,,,,,,
,Activate the %workspace workspace.,,,,,,,
,%workspace_label is now the active workspace.,,,,,,,
,You do not have access to activate the %workspace_label workspace.,,,,,,,
,The following will also be deleted:,,,,,,,
,"This action cannot be undone, and will also delete all content created in this workspace.",,,,,,,
,1 @label revision.,@count @label revisions.,,,,,,
,Deploy %source_label workspace,,,,,,,
,There are no changes that can be deployed from %source_label to %target_label.,,,,,,,
,Successful deployment.,,,,,,,
,Deployment failed. All errors have been logged.,,,,,,,
,There is @count item that can be deployed from %source_label to %target_label,There are @count items that can be deployed from %source_label to %target_label,,,,,,
,Deploy @count item to @target,Deploy @count items to @target,,,,,,
,Select workspace,,,,,,,
Validation,Deleted workspace,,,,,,,
,A workspace with this ID has been deleted but data still exists for it.,,,,,,,
Validation,Entity workspace conflict,,,,,,,
,"The content is being edited in the %label workspace. As a result, your changes cannot be saved.",,,,,,,
,Drupal system cross profile test,,,,,,,
,Support module for testing that a module in one profile can be reused in another profile.,,,,,,,
,Card common,,,,,,,
,Card common alt,,,,,,,
,Short description of the image used by screen readers and displayed when the image is not loaded. This is important for accessibility.,,,,,,,
,Short description of the image used by screen readers and displayed when the image is not loaded. Enabling this field is recommended.,,,,,,,
,The default language for new terms.,,,,,,,
,Allows users to stage content or preview a full site by using multiple workspaces on a single site.,,,,,,,
,Testing requirements,,,,,,,
,Testing requirements failed requirements.,,,,,,,
,Profile for testing hook_requirements().,,,,,,,
,Object property for this string,,,,,,,
,Language for this term.,,,,,,,
Validation,Entity Reference Supported New Entities,,,,,,,
,%collection_label can only be created in the default workspace.,,,,,,,
,The time that the workspace was created.,,,,,,,
,View @node.type.entity.label,,,,,,,
,Testing site config,,,,,,,
,Minimal profile for testing with default site config.,,,,,,,
,Umami Home Banner,,,,,,,
,The specified file '%source' could not be copied to '%destination'.,,,,,,,
,Failed to unlink file '%path'.,,,,,,,
,Cannot delete '%path' because it is a directory. Use deleteRecursive() instead.,,,,,,,
,The file '%path' is not of a recognized type so it was not deleted.,,,,,,,
,The specified file '%source' could not be moved to '%destination'.,,,,,,,
,The source file '%source' could not be unlinked after copying to '%destination'.,,,,,,,
,File '%original_source' ('%realpath') could not be copied because it does not exist.,,,,,,,
,File '%original_source' could not be copied because it does not exist.,,,,,,,
,File '%original_source' could not be copied because a file by that name already exists in the destination directory ('%destination').,,,,,,,
,File '%source' could not be copied because it would overwrite itself.,,,,,,,
,Temporary file '%temp_name' could not be created.,,,,,,,
,"When checking for updates, anonymous information about your site is sent to <a href=""@drupal"">Drupal.org</a>.",,,,,,,
Examined,Checked,,,,,,,
,Select the state that new content will be assigned. This state will appear as the default in content forms and the available target states will be based on the transitions available from this state.,,,,,,,
,"Failed to save file due to error ""%error""",,,,,,,
,Has a path.,,,,,,,
,Welcome to the Umami Drupal demo,,,,,,,
,"Drupal is a powerful open source content management system and this demo, based on a fictional food magazine called Umami, will introduce you to some of Drupal's concepts and features.",,,,,,,
,Drupal's core capabilities,,,,,,,
,Drupal provides many of the features you need to start building powerful websites right out-of-the-box. The features presented in this demo are based entirely on Drupal 8's core functionality.,,,,,,,
,"This is the main navigation menu for the Umami website. It is simple to create and administer menus and you can create as many menus as your site requires. For example, this site provides this main navigation as well as the user navigation displayed above.",,,,,,,
