msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,"The Views module provides a back end to fetch information from content, user accounts, taxonomy terms, and other entities from the database and present it to the user as a grid, HTML list, table, unformatted list, etc. The resulting displays are known generally as <em>views</em>.",,,,,,,
,"The Views module adds functionality to some core administration pages. For example, <em>admin/content</em> uses Views to filter and sort content. With Views uninstalled, <em>admin/content</em> is more limited.",,,,,,,
,Expanding Views functionality,,,,,,,
,Click <em>Save</em>.,,,,,,,
,"The staged configuration cannot be imported, because it originates from a different site than this site. You can only synchronize configuration between cloned instances of this site.",,,,,,,
,No image toolkit is configured on the site. Check PHP installed extensions or add a contributed toolkit that doesn't require a PHP extension. Make sure that at least one valid image toolkit is enabled.,,,,,,,
,The default search page is now %label. Be sure to check the ordering of your search pages.,,,,,,,
,"On the <em>Manage display</em> page you can choose to display a trimmed version of the text, and if so, where to cut off the text.",,,,,,,
,"A breakpoint separates the height or width of viewports (screens, printers, and other media output types) into steps. For instance, a width breakpoint of 40em creates two steps: one for widths up to 40em and one for widths above 40em. Breakpoints can be used to define when layouts should shift from one form to another, when images should be resized, and other changes that need to respond to changes in viewport height or width.",,,,,,,
,"An entity reference can be displayed as a simple label with or without a link to the entity. Alternatively, the referenced entity can be displayed as a teaser (or any other available view mode) inside the referencing entity.",,,,,,,
,"Each filter can have additional configuration options. For example, for the ""Limit allowed HTML tags"" filter you need to define the list of HTML tags that the filter leaves in the text.",,,,,,,
,"When creating or editing data in a field that has text formats enabled, users can select the format under the field from the Text format select list.",,,,,,,
,Import behavior,,,,,,,
,Managing and displaying list fields,,,,,,,
,Defining option keys and labels,,,,,,,
,When you define the list options you can define a key and a label for each option in the list. The label will be shown to the users while the key gets stored in the database.,,,,,,,
,"There are three types of list fields, which store different types of data: <em>float</em>, <em>integer</em> or, <em>text</em>. The <em>float</em> type allows storing approximate decimal values. The <em>integer</em> type allows storing whole numbers, such as years (for example, 2012) or values (for example, 1, 2, 5, 305). The <em>text</em> list field type allows storing text values. No matter which type of list field you choose, you can define whatever labels you wish for data entry.",,,,,,,
,Viewing tours,,,,,,,
,"If a tour is available on a page, a <em>Tour</em> button will be visible in the toolbar. If you click this button the first tip of the tour will appear. The tour continues after clicking the <em>Next</em> button in the tip. To see a tour users must have the permission <em>Access tour</em> and JavaScript must be enabled in the browser",,,,,,,
,Creating tours,,,,,,,
,Managing user account fields,,,,,,,
,Default PHP mailer,,,,,,,
,"Books can be created collaboratively, as they allow users with appropriate permissions to add pages into existing books, and add those pages to a custom table of contents.",,,,,,,
,"The ""@name"" option must contain a valid value. You may either leave the text field empty or enter a string like ""512"" (bytes), ""80 KB"" (kilobytes) or ""50 MB"" (megabytes).",,,,,,,
,Custom Entity ID,,,,,,,
,Specify a custom entity ID. This will override the entity ID in the configuration above.,,,,,,,
,@count renamed,@count renamed,,,,,,
,All links are validated after a link field is filled in. They can include anchors or query strings.,,,,,,,
Validation,Link data valid for link type.,,,,,,,
,Importing translation files,,,,,,,
,Could not save to map table due to missing destination id values,,,,,,,
,"This import is empty and if applied would delete all of your configuration, so has been rejected.",,,,,,,
,Site UUID in source storage does not match the target storage.,,,,,,,
,Single name,,,,,,,
,Entity tag HTTP response header.,,,,,,,
,Number of items to display in the feed's block.,,,,,,,
,The {aggregator_feed}.fid to which this item belongs.,,,,,,,
,Which theme the block is placed in.,,,,,,,
,Whether or not the block is enabled.,,,,,,,
,Weight of the block for ordering within regions.,,,,,,,
,The numeric identifier of the block/box,,,,,,,
,The block/box content,,,,,,,
,Input format of the custom block/box content.,,,,,,,
,The primary identifier for this version.,,,,,,,
,Comment ID.,,,,,,,
,"Parent comment ID. If set to 0, this comment is not a reply to an existing comment.",,,,,,,
,The {node}.nid to which this comment is a reply.,,,,,,,
,"The {users}.uid who authored the comment. If set to 0, this comment was created by an anonymous user.",,,,,,,
,"The time that the comment was created, or last edited by its author, as a Unix timestamp.",,,,,,,
,The {filter_formats}.format of the comment body.,,,,,,,
,The vancode representation of the comment's place in a thread.,,,,,,,
,"The comment author's name. Uses {users}.name if the user is logged in, otherwise uses the value typed into the comment form.",,,,,,,
,"The comment author's home page address from the comment form, if user is anonymous, and the 'Anonymous users may/must leave their contact information' setting is turned on.",,,,,,,
,"Flag to indicate whether or not category is selected by default. (1 = Yes, 0 = No)",,,,,,,
,Serialize data with widget settings.,,,,,,,
,Serialize data with display settings.,,,,,,,
,"The {users}.uid who added the file. If set to 0, this file was added by an anonymous user.",,,,,,,
,Flag indicating the node type has a body field.,,,,,,,
,Minimum word count for the body field.,,,,,,,
,Internal name of the field used in the form HTML and URLs.,,,,,,,
,Profile category that the field will be grouped under.,,,,,,,
,Title of page used for browsing by the field's value,,,,,,,
,Weight of field in relation to other profile fields.,,,,,,,
,"Whether the user is required to enter a value. (0 = no, 1 = yes)",,,,,,,
,"Whether the field is visible in the user registration form. (1 = yes, 0 = no)",,,,,,,
,"The level of visibility for the field. (0 = hidden, 1 = private, 2 = public on profile but not member list pages, 3 = public on profile and list pages)",,,,,,,
,"Whether form auto-completion is enabled. (0 = disabled, 1 = enabled)",,,,,,,
,List of options to be used in a list selection field.,,,,,,,
,Unique profile field ID.,,,,,,,
,The user Id.,,,,,,,
,Existing term VID,,,,,,,
,The term description.,,,,,,,
,The Drupal term IDs of the term's parents.,,,,,,,
,The file Id.,,,,,,,
,The node Id.,,,,,,,
,The version Id.,,,,,,,
,The file description.,,,,,,,
,Whether the list should be visible on the node page.,,,,,,,
,The file weight.,,,,,,,
,Max filesize,,,,,,,
,Timezone (Date),,,,,,,
,Timezone (Event),,,,,,,
,The vocabulary ID.,,,,,,,
,The names of the node types the vocabulary may be used with.,,,,,,,
,Displays messages in an area.,,,,,,,
,This synchronization will delete data from the field %fields.,This synchronization will delete data from the fields: %fields.,,,,,,
,Aggregator settings,,,,,,,
,Aggregator XSS,,,,,,,
,Custom block type settings,,,,,,,
,Comment display format settings,,,,,,,
,Unpublish comment containing keyword(s) configuration,,,,,,,
,Commented user ID,,,,,,,
,Comment depth,,,,,,,
,Comment link,,,,,,,
,Comment approve link,,,,,,,
,Comment reply link,,,,,,,
,Name of last comment poster,,,,,,,
,Newer of last comment / node updated,,,,,,,
,Comment node status,,,,,,,
,Node user posted comment,,,,,,,
,Newer of last comment / entity updated,,,,,,,
,Single import,,,,,,,
,Single export,,,,,,,
,Link to user contact page,,,,,,,
,Defines datetime form elements and a datetime field type.,,,,,,,
,Datetime settings,,,,,,,
,Datetime default display format settings,,,,,,,
,Datetime plain display format settings,,,,,,,
,Datetime select list display format settings,,,,,,,
,Database logging settings,,,,,,,
,Log event message,,,,,,,
,Operation link markup,,,,,,,
,Provides a means to associate text formats with text editor libraries such as WYSIWYGs or toolbars.,,,,,,,
,Image upload settings,,,,,,,
,Delete view mode,,,,,,,
,Maximum number of field data records to purge,,,,,,,
,Maximum number of values users can enter,,,,,,,
,The prefix for new fields created via Field UI,,,,,,,
,Enable Display field,,,,,,,
,Generic file format settings,,,,,,,
,RSS enclosure format settings,,,,,,,
,Table of files format settings,,,,,,,
,URL to file format settings,,,,,,,
,File format settings,,,,,,,
,File URI,,,,,,,
,Fallback text format,,,,,,,
,Always show fallback choice,,,,,,,
,HTML nofollow,,,,,,,
,Filter URL,,,,,,,
,URL length,,,,,,,
,Forum blocks,,,,,,,
,Active forum block,,,,,,,
,Active forum Count,,,,,,,
,New forum Count,,,,,,,
,Forum topics block,,,,,,,
,Forum default topic order,,,,,,,
,Forum vocabulary ID,,,,,,,
,Serializes entities using Hypertext Application Language.,,,,,,,
,Records which user has read which content.,,,,,,,
,History user,,,,,,,
,Image resize,,,,,,,
,Image rotate,,,,,,,
,Image scale and crop,,,,,,,
,Allow insecure image derivatives,,,,,,,
,Suppress the itok query string for image derivatives,,,,,,,
