msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,File selection handler settings,,,,,,Inställningar för urvalshanterare åt fil,
,User selection handler settings,,,,,,Inställningar för urvalshanterare åt användare,
,Views selection handler settings,,,,,,Inställningar för urvalshanterare åt vyer,
,%workflow workflow: Use %transition transition.,,,,,,Arbetsflöde %workflow: Använd övergången %transition.,
,A collection of states and transitions between those states.,,,,,,En samling lägen och övergångar mellan dessa lägen.,
,"A particular condition that something is in at a specific time. The usage of the state is determined by a module that harnesses the Workflows module. For example, Content Moderation allows a state to be used for moderation of content by assigning a given state to a content item.",,,,,,Ett särskilt villkor att något är i vid en viss tidpunkt. Användningen av läge bestäms av en modul som utnyttjar modulen Workflow. Till exempel låter Content Moderation ett läge att användas för moderering av innehåll genom att tilldela ett givet läge till ett innehållsobjekt.,
,"The process of changing from one state to another. A transition can occur from multiple states, but only to one state.",,,,,,"Processen att byta från ett läge till ett annat. En övergång kan ske från flera lägen, men endast till ett läge.",
,Are you sure you want to remove the %label block?,,,,,,Är du säker på att du vill radera blocket %label?,
,The upgrade can take a long time. It is better to upgrade from a local copy of your site instead of directly from your live site.,,,,,,Uppgraderingen kan ta lång tid. Det är bättre att uppgradera från en lokal kopia av din webbplats än att göra det direkt från din aktiva webbplats.,
,Upgrade analysis report,,,,,,Analysrapport för uppgradering,
,Compatible,,,,,,Kompatibel,
,Cannot change the install profile from %profile to %new_profile once Drupal is installed.,,,,,,Kan inte ändra installationsprofilen från %profile till %new_profile när Drupal har installerats.,
,"Use field label instead of the ""On"" label as the label.",,,,,,"Använd fältetiketten i stället för etiketten ""På"" som etikett.",
,Media Name,,,,,,Medianamn,
,New site,,,,,,Ny webbplats,
,Preparation steps,,,,,,Förberedande steg,
,WARNING: Content may be overwritten on your new site.,,,,,,VARNING: Innehåll kan skrivas över på din nya webbplats.,
,I acknowledge I may lose data. Continue anyway.,,,,,,Jag bekräftar att jag kan förlora data. Fortsätt ändå.,
,There is conflicting content of these types:,,,,,,Det finns innehåll av dessa typer med konflikter:,
,%capital_name contains the following terms.,,,,,,%capital_name innehåller följande termer.,
,%vocabulary: Create terms,,,,,,%vocabulary: Skapa termer,
,%vocabulary: Delete terms,,,,,,%vocabulary: Radera termer,
,%vocabulary: Edit terms,,,,,,%vocabulary: Redigera termer,
,"There are no workflow types available. In order to create workflows you need to install a module that provides a workflow type. For example, the <a href="":content-moderation"">Content Moderation</a> module provides a workflow type that enables workflows for content entities.",,,,,,"Det finns inga typer av arbetsflöden tillgängliga. För att skapa arbetsflöden måste du installera en modul som tillhandahåller en typ av arbetsflöde. Modulen <a href="":content-moderation"">Content Moderation</a> tillhandahåller till exempel en typ av arbetsflöde som aktiverar arbetsflöden för innehållsobjekt.",
,There are no custom blocks available.,,,,,,Det finns inga anpassade block tillgängliga.,
,Find and moderate content.,,,,,,Hitta och moderera innehåll.,
,"No moderated content available. Only pending versions of content, such as drafts, are listed here.",,,,,,"Inget modererat innehåll tillgängligt. Endast väntande versioner av innehåll, till exempel utkast, listas här.",
,"No front page content has been created yet.<br/>Follow the <a target=""_blank"" href=""https://www.drupal.org/docs/user_guide/en/index.html"">User Guide</a> to start building your site.",,,,,,"Inget innehåll för framsidan har skapats ännu.<br />Följ <a target=""_blank"" href=""https://www.drupal.org/docs/user_guide/en/index.html"">användarguiden</a> för att börja bygga din webbplats.",
,Workspace name,,,,,,Namn för arbetsyta,
,A flag indicating whether this was a default revision when it was saved.,,,,,,En flagga som indikerar om detta var en standardrevision när den sparades eller inte.,
Validation,Entity untranslatable fields,,,,,,Ej översättningsbara fält för objekt,
,"The next page provides an overview of the modules that will be upgraded and those that will not be upgraded, before you proceed to perform the upgrade.",,,,,,Nästa sida ger en översikt över modulerna som kommer att uppgraderas och de som inte kommer att uppgraderas innan du fortsätter med uppgraderingen.,
,Modules that will not be upgraded,,,,,,Moduler som inte kommer att uppgraderas,
,Modules that will be upgraded,,,,,,Moduler som kommer att uppgraderas,
,What will be upgraded?,,,,,,Vad kommer att uppgraderas?,
,Module will not be upgraded,Modules will not be upgraded,,,,,modul kommer inte att uppgraderas,moduler kommer inte att uppgraderas
,Module will be upgraded,Modules will be upgraded,,,,,modul kommer att uppgraderas,moduler kommer att uppgraderas
,Experimental installation profile used,,,,,,Experimentell installationsprofil används,
,"Experimental profiles are provided for testing purposes only. Use at your own risk. To start building a new site, reinstall Drupal and choose a non-experimental profile.",,,,,,"Experimentella profiler tillhandahålls endast för teständamål. Använd på egen risk. För att börja bygga en ny webbplats, installerar du om Drupal och väljer en icke-experimentell profil.",
,Demo: Umami Food Magazine (Experimental),,,,,,Demo: Matmagasinet Umami (Experimentell),
,Install an example site that shows off some of Drupal’s capabilities.,,,,,,Installera en exempelwebbplats som visar upp några av Drupals möjligheter.,
,Umami demo: Content,,,,,,Demot Umami: Innehåll,
,Imports the content for the Umami demo.,,,,,,Importerar innehållet för demot Umami.,
,"Search by keyword, ingredient, dish",,,,,,"Sök på nyckelord, ingrediens, maträtt",
,Umami,,,,,,Umami,
,The theme used for the Umami food magazine demonstration site.,,,,,,Det tema som används för matmagasinet Umamis demowebbplats.,
,Go to the search page,,,,,,Gå till söksidan,
,"<span class=""by-author"">by @author_name</span> @created_date",,,,,,"<span class=""by-author"">av @author_name</span> @created_date",
,"A banner block contains a title, summary, link to content and a background image. The background image is scaled to fill the browser's width.",,,,,,"Ett reklamblock innehåller en titel, sammanfattning, länk till innehåll och en bakgrundsbild. Bakgrundsbilden skalas för att fylla webbläsarens bredd.",
,Umami dates,,,,,,Datum för Umami,
PHP date format,jS F Y,,,,,,jS F Y,
,Hero or Banner,,,,,,Hjälte eller banner,
,Articles aside,,,,,,Artiklar åt sidan,
,More featured articles,,,,,,Fler utvalda artikla,
,A view to create a list of featured articles from the Umami website.,,,,,,En vy för att skapa en lista med presenterade artiklar från webbplatsen i Umami.,
,Promoted Items,,,,,,Lanserade objekt,
,A view to list the items promoted to the top of the homepage.,,,,,,En vy för att lista de objekt som lanseras högst upp på hemsidan.,
,Promoted Items Double,,,,,,Lanserade dubbla objekt,
,Attachment: Promoted Items Double,,,,,,Bilaga: Lanserade dubbla objekt,
,Block: Promoted Items - Single,,,,,,Block - Lanserade objekt på förstasidan - Enstaka,
,Recipes listing,,,,,,Lista av recept,
,Umami Recipes Banner,,,,,,Banner för recept i Umami,
,Umami disclaimer,,,,,,Ansvarsfriskrivning för Umami,
,Umami footer promo,,,,,,Reklam för Umami i sidfot,
,Non-translatable fields can only be changed when updating the current revision.,,,,,,Icke-översättningsbara fält kan bara ändras när den aktuella versionen uppdateras.,
,Non-translatable fields can only be changed when updating the original language.,,,,,,Icke-översättningsbara fält kan bara ändras när originalspråket uppdateras.,
,@label (Original translation) - <em>The following @entity_type translations will be deleted:</em>,,,,,,@label (Ursprunglig översättning) - <em>Följande @entity_type översättningar kommer att raderas:</em>,
,Are you sure you want to delete this @item?,Are you sure you want to delete these @items?,,,,,Är du säker på att du vill radera detta @item?,Är du säker på att du vill radera dessa @items?
,Deleted @count item.,Deleted @count items.,,,,,Raderade @count objekt.,Raderade @count objekt.
,@count item has not been deleted because you do not have the necessary permissions.,@count items have not been deleted because you do not have the necessary permissions.,,,,,@count objekt har inte raderats eftersom du inte har nödvändiga behörigheter.,@count objekt har inte raderats eftersom du inte har nödvändiga behörigheter.
,"Provide the information to access the Drupal site you want to upgrade. Files can be imported into the upgraded site as well.  See the <a href="":url"">Upgrade documentation for more detailed instructions</a>.",,,,,,"Ange informationen för åtkomst till den Drupalwebbplats som du vill uppgradera. Även filer kan importeras till den uppgraderade webbplatsen. Se <a href="":url"">dokumentationen om uppgradering för mer detaljerade instruktioner</a>.",
,The default language,,,,,,Det förvalda språket,
,"The ""%plugin_id"" was not found",,,,,,"""%plugin_id"" hittades inte",
,You must have the pdo_sqlite PHP extension installed. See core/INSTALL.sqlite.txt for instructions.,,,,,,Du måste ha PHP-tillägget pdo_sqlite installerat. Se instruktioner i core/INSTALL.sqlite.txt.,
,Unable to automatically determine a port. Use the --port to hardcode an available port.,,,,,,Det går inte att bestämma en port automatiskt. Använd porten -- för att hårdkoda en tillgänglig port.,
Validation,Entity has field,,,,,,Objekt har fält,
,The entity must have the %field_name field.,,,,,,Objektet måste ha fältet %field_name.,
,The entity does not support fields.,,,,,,Objektet stöder inte fält.,
,The selected installation profile %install_profile does not match the profile stored in configuration %config_profile.,,,,,,Den valda installationsprofilen %install_profile matchar inte den profil som är lagrad i konfigurationen %config_profile.,
,Use existing configuration,,,,,,Använd befintlig konfiguration,
,Install %name using existing configuration.,,,,,,Installera %name med befintlig konfiguration.,
,The configuration from the directory %sync_directory will be used.,,,,,,Konfigurationen från katalogen %sync_directory kommer att användas.,
